idx,image_path
72,imagenet-mini/train/n02112350/n02112350_5245.JPEG
73,imagenet-mini/train/n02112350/n02112350_6563.JPEG
74,imagenet-mini/train/n02112350/n02112350_8626.JPEG
75,imagenet-mini/train/n02112350/n02112350_1540.JPEG
76,imagenet-mini/train/n02112350/n02112350_9134.JPEG
77,imagenet-mini/train/n02112350/n02112350_10283.JPEG
78,imagenet-mini/train/n02112350/n02112350_4582.JPEG
79,imagenet-mini/train/n02112350/n02112350_7596.JPEG
80,imagenet-mini/train/n02112350/n02112350_3904.JPEG
81,imagenet-mini/train/n02112350/n02112350_9656.JPEG
82,imagenet-mini/train/n02112350/n02112350_7837.JPEG
83,imagenet-mini/train/n02112350/n02112350_5083.JPEG
84,imagenet-mini/train/n02112350/n02112350_7634.JPEG
85,imagenet-mini/train/n02112350/n02112350_310.JPEG
86,imagenet-mini/train/n02112350/n02112350_276.JPEG
87,imagenet-mini/train/n02112350/n02112350_1207.JPEG
88,imagenet-mini/train/n02112350/n02112350_6537.JPEG
89,imagenet-mini/train/n02112350/n02112350_7708.JPEG
90,imagenet-mini/train/n02128757/n02128757_3565.JPEG
91,imagenet-mini/train/n02128757/n02128757_9341.JPEG
92,imagenet-mini/train/n02128757/n02128757_4136.JPEG
93,imagenet-mini/train/n02128757/n02128757_11424.JPEG
94,imagenet-mini/train/n02128757/n02128757_10187.JPEG
95,imagenet-mini/train/n02128757/n02128757_7160.JPEG
96,imagenet-mini/train/n02128757/n02128757_1076.JPEG
97,imagenet-mini/train/n02128757/n02128757_12633.JPEG
98,imagenet-mini/train/n02128757/n02128757_11473.JPEG
99,imagenet-mini/train/n02128757/n02128757_6325.JPEG
100,imagenet-mini/train/n02128757/n02128757_1838.JPEG
101,imagenet-mini/train/n02128757/n02128757_9953.JPEG
102,imagenet-mini/train/n02128757/n02128757_2378.JPEG
103,imagenet-mini/train/n02128757/n02128757_5855.JPEG
104,imagenet-mini/train/n02128757/n02128757_1541.JPEG
105,imagenet-mini/train/n02128757/n02128757_9897.JPEG
106,imagenet-mini/train/n02128757/n02128757_9543.JPEG
107,imagenet-mini/train/n02128757/n02128757_1967.JPEG
108,imagenet-mini/train/n02128757/n02128757_5947.JPEG
109,imagenet-mini/train/n02128757/n02128757_1868.JPEG
110,imagenet-mini/train/n02128757/n02128757_6022.JPEG
111,imagenet-mini/train/n02128757/n02128757_8215.JPEG
112,imagenet-mini/train/n02128757/n02128757_12611.JPEG
113,imagenet-mini/train/n02128757/n02128757_12571.JPEG
114,imagenet-mini/train/n02128757/n02128757_11245.JPEG
115,imagenet-mini/train/n03930313/n03930313_21320.JPEG
116,imagenet-mini/train/n03930313/n03930313_8390.JPEG
117,imagenet-mini/train/n03930313/n03930313_2149.JPEG
118,imagenet-mini/train/n03930313/n03930313_1393.JPEG
119,imagenet-mini/train/n03930313/n03930313_16775.JPEG
120,imagenet-mini/train/n03930313/n03930313_11996.JPEG
121,imagenet-mini/train/n03930313/n03930313_1513.JPEG
122,imagenet-mini/train/n03930313/n03930313_1189.JPEG
123,imagenet-mini/train/n03930313/n03930313_11185.JPEG
124,imagenet-mini/train/n03930313/n03930313_14852.JPEG
125,imagenet-mini/train/n03930313/n03930313_3293.JPEG
126,imagenet-mini/train/n03930313/n03930313_3906.JPEG
127,imagenet-mini/train/n03930313/n03930313_15839.JPEG
128,imagenet-mini/train/n03930313/n03930313_22415.JPEG
129,imagenet-mini/train/n03930313/n03930313_17919.JPEG
130,imagenet-mini/train/n03930313/n03930313_4785.JPEG
131,imagenet-mini/train/n03930313/n03930313_474.JPEG
132,imagenet-mini/train/n03930313/n03930313_4383.JPEG
133,imagenet-mini/train/n03930313/n03930313_9944.JPEG
134,imagenet-mini/train/n03930313/n03930313_14625.JPEG
135,imagenet-mini/train/n03930313/n03930313_4750.JPEG
136,imagenet-mini/train/n03930313/n03930313_15388.JPEG
137,imagenet-mini/train/n03930313/n03930313_884.JPEG
138,imagenet-mini/train/n03930313/n03930313_10841.JPEG
139,imagenet-mini/train/n03930313/n03930313_16469.JPEG
140,imagenet-mini/train/n03930313/n03930313_2654.JPEG
141,imagenet-mini/train/n03930313/n03930313_5137.JPEG
142,imagenet-mini/train/n03908618/n03908618_18000.JPEG
143,imagenet-mini/train/n03908618/n03908618_10390.JPEG
144,imagenet-mini/train/n03908618/n03908618_3111.JPEG
145,imagenet-mini/train/n03908618/n03908618_12471.JPEG
146,imagenet-mini/train/n03908618/n03908618_16814.JPEG
147,imagenet-mini/train/n03908618/n03908618_18037.JPEG
148,imagenet-mini/train/n03908618/n03908618_37655.JPEG
149,imagenet-mini/train/n03908618/n03908618_3624.JPEG
150,imagenet-mini/train/n03908618/n03908618_9765.JPEG
151,imagenet-mini/train/n03908618/n03908618_18769.JPEG
152,imagenet-mini/train/n03908618/n03908618_12807.JPEG
153,imagenet-mini/train/n03908618/n03908618_19168.JPEG
154,imagenet-mini/train/n03908618/n03908618_11873.JPEG
155,imagenet-mini/train/n03908618/n03908618_11027.JPEG
156,imagenet-mini/train/n03908618/n03908618_13263.JPEG
157,imagenet-mini/train/n03908618/n03908618_40703.JPEG
158,imagenet-mini/train/n03908618/n03908618_6900.JPEG
159,imagenet-mini/train/n03908618/n03908618_16190.JPEG
160,imagenet-mini/train/n03908618/n03908618_4245.JPEG
161,imagenet-mini/train/n03908618/n03908618_17244.JPEG
162,imagenet-mini/train/n03908618/n03908618_17528.JPEG
163,imagenet-mini/train/n03908618/n03908618_4232.JPEG
164,imagenet-mini/train/n03908618/n03908618_17758.JPEG
165,imagenet-mini/train/n03908618/n03908618_23119.JPEG
166,imagenet-mini/train/n03908618/n03908618_17950.JPEG
167,imagenet-mini/train/n03908618/n03908618_15319.JPEG
168,imagenet-mini/train/n03908618/n03908618_6546.JPEG
169,imagenet-mini/train/n03908618/n03908618_7785.JPEG
170,imagenet-mini/train/n03908618/n03908618_8912.JPEG
171,imagenet-mini/train/n03908618/n03908618_6679.JPEG
172,imagenet-mini/train/n03788195/n03788195_5678.JPEG
173,imagenet-mini/train/n03788195/n03788195_4861.JPEG
174,imagenet-mini/train/n03788195/n03788195_5285.JPEG
175,imagenet-mini/train/n03788195/n03788195_28354.JPEG
176,imagenet-mini/train/n03788195/n03788195_29632.JPEG
177,imagenet-mini/train/n03788195/n03788195_3395.JPEG
178,imagenet-mini/train/n03788195/n03788195_31890.JPEG
179,imagenet-mini/train/n03788195/n03788195_29629.JPEG
180,imagenet-mini/train/n03788195/n03788195_1200.JPEG
181,imagenet-mini/train/n03788195/n03788195_9774.JPEG
182,imagenet-mini/train/n03788195/n03788195_11417.JPEG
183,imagenet-mini/train/n03788195/n03788195_4517.JPEG
184,imagenet-mini/train/n03788195/n03788195_43.JPEG
185,imagenet-mini/train/n03788195/n03788195_9941.JPEG
186,imagenet-mini/train/n03788195/n03788195_9174.JPEG
187,imagenet-mini/train/n03788195/n03788195_3096.JPEG
188,imagenet-mini/train/n03788195/n03788195_23844.JPEG
189,imagenet-mini/train/n03788195/n03788195_8755.JPEG
190,imagenet-mini/train/n03788195/n03788195_35903.JPEG
191,imagenet-mini/train/n03788195/n03788195_32053.JPEG
192,imagenet-mini/train/n03788195/n03788195_9277.JPEG
193,imagenet-mini/train/n03788195/n03788195_8889.JPEG
194,imagenet-mini/train/n03788195/n03788195_4503.JPEG
195,imagenet-mini/train/n03788195/n03788195_50848.JPEG
196,imagenet-mini/train/n03788195/n03788195_2286.JPEG
197,imagenet-mini/train/n03788195/n03788195_11047.JPEG
198,imagenet-mini/train/n03788195/n03788195_40485.JPEG
199,imagenet-mini/train/n04265275/n04265275_2265.JPEG
200,imagenet-mini/train/n04265275/n04265275_11945.JPEG
201,imagenet-mini/train/n04265275/n04265275_4346.JPEG
202,imagenet-mini/train/n04265275/n04265275_4123.JPEG
203,imagenet-mini/train/n04265275/n04265275_775.JPEG
204,imagenet-mini/train/n04265275/n04265275_2192.JPEG
205,imagenet-mini/train/n04265275/n04265275_5540.JPEG
206,imagenet-mini/train/n04265275/n04265275_8907.JPEG
207,imagenet-mini/train/n04265275/n04265275_2534.JPEG
208,imagenet-mini/train/n04265275/n04265275_6531.JPEG
209,imagenet-mini/train/n04265275/n04265275_5502.JPEG
210,imagenet-mini/train/n04265275/n04265275_992.JPEG
211,imagenet-mini/train/n04265275/n04265275_229.JPEG
212,imagenet-mini/train/n04265275/n04265275_243.JPEG
213,imagenet-mini/train/n04265275/n04265275_888.JPEG
214,imagenet-mini/train/n04265275/n04265275_6694.JPEG
215,imagenet-mini/train/n04265275/n04265275_6428.JPEG
216,imagenet-mini/train/n04265275/n04265275_1843.JPEG
217,imagenet-mini/train/n04265275/n04265275_6141.JPEG
218,imagenet-mini/train/n04265275/n04265275_1697.JPEG
219,imagenet-mini/train/n04265275/n04265275_7395.JPEG
220,imagenet-mini/train/n04265275/n04265275_1915.JPEG
221,imagenet-mini/train/n04265275/n04265275_5908.JPEG
222,imagenet-mini/train/n04265275/n04265275_2518.JPEG
223,imagenet-mini/train/n04265275/n04265275_5713.JPEG
224,imagenet-mini/train/n04265275/n04265275_5860.JPEG
225,imagenet-mini/train/n04265275/n04265275_499.JPEG
226,imagenet-mini/train/n04265275/n04265275_11650.JPEG
227,imagenet-mini/train/n04265275/n04265275_6913.JPEG
228,imagenet-mini/train/n04265275/n04265275_11179.JPEG
229,imagenet-mini/train/n04265275/n04265275_13210.JPEG
230,imagenet-mini/train/n04265275/n04265275_5734.JPEG
231,imagenet-mini/train/n04265275/n04265275_5510.JPEG
232,imagenet-mini/train/n04265275/n04265275_1433.JPEG
233,imagenet-mini/train/n04265275/n04265275_331.JPEG
234,imagenet-mini/train/n04265275/n04265275_6677.JPEG
235,imagenet-mini/train/n04265275/n04265275_1602.JPEG
236,imagenet-mini/train/n04265275/n04265275_4550.JPEG
237,imagenet-mini/train/n04265275/n04265275_6101.JPEG
238,imagenet-mini/train/n04265275/n04265275_7231.JPEG
239,imagenet-mini/train/n04265275/n04265275_5985.JPEG
240,imagenet-mini/train/n04265275/n04265275_6204.JPEG
241,imagenet-mini/train/n04265275/n04265275_10119.JPEG
242,imagenet-mini/train/n04265275/n04265275_398.JPEG
243,imagenet-mini/train/n04265275/n04265275_7003.JPEG
244,imagenet-mini/train/n04265275/n04265275_653.JPEG
245,imagenet-mini/train/n04265275/n04265275_2636.JPEG
246,imagenet-mini/train/n04265275/n04265275_6857.JPEG
247,imagenet-mini/train/n04265275/n04265275_8307.JPEG
248,imagenet-mini/train/n04265275/n04265275_538.JPEG
249,imagenet-mini/train/n04265275/n04265275_2246.JPEG
250,imagenet-mini/train/n04265275/n04265275_6921.JPEG
251,imagenet-mini/train/n04265275/n04265275_1412.JPEG
252,imagenet-mini/train/n04265275/n04265275_786.JPEG
253,imagenet-mini/train/n02112706/n02112706_3954.JPEG
254,imagenet-mini/train/n02112706/n02112706_2072.JPEG
255,imagenet-mini/train/n02112706/n02112706_4507.JPEG
256,imagenet-mini/train/n02112706/n02112706_1072.JPEG
257,imagenet-mini/train/n02112706/n02112706_4066.JPEG
258,imagenet-mini/train/n02112706/n02112706_2391.JPEG
259,imagenet-mini/train/n02112706/n02112706_1191.JPEG
260,imagenet-mini/train/n02112706/n02112706_4182.JPEG
261,imagenet-mini/train/n02112706/n02112706_3654.JPEG
262,imagenet-mini/train/n02112706/n02112706_5008.JPEG
263,imagenet-mini/train/n02112706/n02112706_3814.JPEG
264,imagenet-mini/train/n02112706/n02112706_4766.JPEG
265,imagenet-mini/train/n02112706/n02112706_5359.JPEG
266,imagenet-mini/train/n02112706/n02112706_1698.JPEG
267,imagenet-mini/train/n02112706/n02112706_4415.JPEG
268,imagenet-mini/train/n02112706/n02112706_3928.JPEG
269,imagenet-mini/train/n02112706/n02112706_2677.JPEG
270,imagenet-mini/train/n02112706/n02112706_4754.JPEG
271,imagenet-mini/train/n02112706/n02112706_5547.JPEG
272,imagenet-mini/train/n02112706/n02112706_3424.JPEG
273,imagenet-mini/train/n02112706/n02112706_4167.JPEG
274,imagenet-mini/train/n02112706/n02112706_888.JPEG
275,imagenet-mini/train/n02112706/n02112706_3564.JPEG
276,imagenet-mini/train/n02112706/n02112706_3103.JPEG
277,imagenet-mini/train/n02112706/n02112706_3670.JPEG
278,imagenet-mini/train/n02112706/n02112706_3817.JPEG
279,imagenet-mini/train/n02112706/n02112706_539.JPEG
280,imagenet-mini/train/n02112706/n02112706_3248.JPEG
281,imagenet-mini/train/n02112706/n02112706_2951.JPEG
282,imagenet-mini/train/n02112706/n02112706_3533.JPEG
283,imagenet-mini/train/n02112706/n02112706_2618.JPEG
284,imagenet-mini/train/n02112706/n02112706_1971.JPEG
285,imagenet-mini/train/n02112706/n02112706_4526.JPEG
286,imagenet-mini/train/n02112706/n02112706_1875.JPEG
287,imagenet-mini/train/n02112706/n02112706_3572.JPEG
288,imagenet-mini/train/n02112706/n02112706_4522.JPEG
289,imagenet-mini/train/n02112706/n02112706_2856.JPEG
290,imagenet-mini/train/n02112706/n02112706_5521.JPEG
291,imagenet-mini/train/n02112706/n02112706_2913.JPEG
292,imagenet-mini/train/n02112706/n02112706_1265.JPEG
293,imagenet-mini/train/n02112706/n02112706_3128.JPEG
294,imagenet-mini/train/n02112706/n02112706_4775.JPEG
295,imagenet-mini/train/n02112706/n02112706_3711.JPEG
296,imagenet-mini/train/n03344393/n03344393_9863.JPEG
297,imagenet-mini/train/n03344393/n03344393_7977.JPEG
298,imagenet-mini/train/n03344393/n03344393_4597.JPEG
299,imagenet-mini/train/n03344393/n03344393_6191.JPEG
300,imagenet-mini/train/n03344393/n03344393_3661.JPEG
301,imagenet-mini/train/n03344393/n03344393_1026.JPEG
302,imagenet-mini/train/n03344393/n03344393_3224.JPEG
303,imagenet-mini/train/n03344393/n03344393_6656.JPEG
304,imagenet-mini/train/n03344393/n03344393_11855.JPEG
305,imagenet-mini/train/n03344393/n03344393_11169.JPEG
306,imagenet-mini/train/n03344393/n03344393_2785.JPEG
307,imagenet-mini/train/n03344393/n03344393_202.JPEG
308,imagenet-mini/train/n03344393/n03344393_5424.JPEG
309,imagenet-mini/train/n03344393/n03344393_2988.JPEG
310,imagenet-mini/train/n03344393/n03344393_9569.JPEG
311,imagenet-mini/train/n03344393/n03344393_2641.JPEG
312,imagenet-mini/train/n03344393/n03344393_3232.JPEG
313,imagenet-mini/train/n03344393/n03344393_7846.JPEG
314,imagenet-mini/train/n03344393/n03344393_5844.JPEG
315,imagenet-mini/train/n03344393/n03344393_486.JPEG
316,imagenet-mini/train/n03344393/n03344393_10059.JPEG
317,imagenet-mini/train/n03344393/n03344393_12629.JPEG
318,imagenet-mini/train/n03344393/n03344393_3072.JPEG
319,imagenet-mini/train/n03344393/n03344393_7737.JPEG
320,imagenet-mini/train/n03344393/n03344393_3448.JPEG
321,imagenet-mini/train/n03344393/n03344393_7843.JPEG
322,imagenet-mini/train/n03344393/n03344393_4012.JPEG
323,imagenet-mini/train/n03344393/n03344393_10461.JPEG
324,imagenet-mini/train/n02091467/n02091467_4412.JPEG
325,imagenet-mini/train/n02091467/n02091467_11281.JPEG
326,imagenet-mini/train/n02091467/n02091467_7459.JPEG
327,imagenet-mini/train/n02091467/n02091467_4881.JPEG
328,imagenet-mini/train/n02091467/n02091467_12811.JPEG
329,imagenet-mini/train/n02091467/n02091467_1287.JPEG
330,imagenet-mini/train/n02091467/n02091467_3885.JPEG
331,imagenet-mini/train/n02091467/n02091467_9261.JPEG
332,imagenet-mini/train/n02091467/n02091467_13486.JPEG
333,imagenet-mini/train/n02091467/n02091467_7086.JPEG
334,imagenet-mini/train/n02091467/n02091467_10738.JPEG
335,imagenet-mini/train/n02091467/n02091467_3352.JPEG
336,imagenet-mini/train/n02091467/n02091467_8826.JPEG
337,imagenet-mini/train/n02091467/n02091467_2080.JPEG
338,imagenet-mini/train/n02091467/n02091467_4701.JPEG
339,imagenet-mini/train/n02091467/n02091467_8784.JPEG
340,imagenet-mini/train/n02091467/n02091467_12966.JPEG
341,imagenet-mini/train/n02091467/n02091467_7405.JPEG
342,imagenet-mini/train/n02091467/n02091467_12614.JPEG
343,imagenet-mini/train/n02091467/n02091467_11888.JPEG
344,imagenet-mini/train/n02091467/n02091467_9131.JPEG
345,imagenet-mini/train/n02091467/n02091467_3090.JPEG
346,imagenet-mini/train/n02091467/n02091467_2692.JPEG
347,imagenet-mini/train/n02091467/n02091467_1018.JPEG
348,imagenet-mini/train/n02091467/n02091467_1722.JPEG
349,imagenet-mini/train/n02091467/n02091467_11416.JPEG
350,imagenet-mini/train/n02091467/n02091467_6025.JPEG
351,imagenet-mini/train/n02091467/n02091467_3109.JPEG
352,imagenet-mini/train/n02091467/n02091467_12085.JPEG
353,imagenet-mini/train/n02091467/n02091467_13507.JPEG
354,imagenet-mini/train/n02091467/n02091467_4823.JPEG
355,imagenet-mini/train/n02091467/n02091467_936.JPEG
356,imagenet-mini/train/n02091467/n02091467_11436.JPEG
357,imagenet-mini/train/n02091467/n02091467_5349.JPEG
358,imagenet-mini/train/n02091467/n02091467_2148.JPEG
359,imagenet-mini/train/n02091467/n02091467_6790.JPEG
360,imagenet-mini/train/n02091467/n02091467_2839.JPEG
361,imagenet-mini/train/n02091467/n02091467_3608.JPEG
362,imagenet-mini/train/n02091467/n02091467_1549.JPEG
363,imagenet-mini/train/n01592084/n01592084_2320.JPEG
364,imagenet-mini/train/n01592084/n01592084_261.JPEG
365,imagenet-mini/train/n01592084/n01592084_1050.JPEG
366,imagenet-mini/train/n01592084/n01592084_2708.JPEG
367,imagenet-mini/train/n01592084/n01592084_3558.JPEG
368,imagenet-mini/train/n01592084/n01592084_5423.JPEG
369,imagenet-mini/train/n01592084/n01592084_1798.JPEG
370,imagenet-mini/train/n01592084/n01592084_18202.JPEG
371,imagenet-mini/train/n01592084/n01592084_10702.JPEG
372,imagenet-mini/train/n01592084/n01592084_1795.JPEG
373,imagenet-mini/train/n01592084/n01592084_1403.JPEG
374,imagenet-mini/train/n01592084/n01592084_7925.JPEG
375,imagenet-mini/train/n01592084/n01592084_1381.JPEG
376,imagenet-mini/train/n01592084/n01592084_6219.JPEG
377,imagenet-mini/train/n01592084/n01592084_90.JPEG
378,imagenet-mini/train/n01592084/n01592084_2950.JPEG
379,imagenet-mini/train/n01592084/n01592084_3735.JPEG
380,imagenet-mini/train/n01592084/n01592084_7226.JPEG
381,imagenet-mini/train/n01592084/n01592084_9663.JPEG
382,imagenet-mini/train/n01592084/n01592084_8218.JPEG
383,imagenet-mini/train/n01592084/n01592084_3363.JPEG
384,imagenet-mini/train/n01592084/n01592084_874.JPEG
385,imagenet-mini/train/n01592084/n01592084_7017.JPEG
386,imagenet-mini/train/n01592084/n01592084_2594.JPEG
387,imagenet-mini/train/n01592084/n01592084_2936.JPEG
388,imagenet-mini/train/n01592084/n01592084_2582.JPEG
389,imagenet-mini/train/n01592084/n01592084_4424.JPEG
390,imagenet-mini/train/n01592084/n01592084_346.JPEG
391,imagenet-mini/train/n01592084/n01592084_7523.JPEG
392,imagenet-mini/train/n01592084/n01592084_7808.JPEG
393,imagenet-mini/train/n01592084/n01592084_9583.JPEG
394,imagenet-mini/train/n01592084/n01592084_6358.JPEG
395,imagenet-mini/train/n01592084/n01592084_7987.JPEG
396,imagenet-mini/train/n02111500/n02111500_7146.JPEG
397,imagenet-mini/train/n02111500/n02111500_1646.JPEG
398,imagenet-mini/train/n02111500/n02111500_7591.JPEG
399,imagenet-mini/train/n02111500/n02111500_7653.JPEG
400,imagenet-mini/train/n02111500/n02111500_1384.JPEG
401,imagenet-mini/train/n02111500/n02111500_567.JPEG
402,imagenet-mini/train/n02111500/n02111500_6992.JPEG
403,imagenet-mini/train/n02111500/n02111500_7390.JPEG
404,imagenet-mini/train/n02111500/n02111500_3514.JPEG
405,imagenet-mini/train/n02111500/n02111500_2895.JPEG
406,imagenet-mini/train/n02111500/n02111500_3193.JPEG
407,imagenet-mini/train/n02111500/n02111500_2514.JPEG
408,imagenet-mini/train/n02111500/n02111500_9265.JPEG
409,imagenet-mini/train/n02111500/n02111500_6293.JPEG
410,imagenet-mini/train/n02111500/n02111500_206.JPEG
411,imagenet-mini/train/n02111500/n02111500_5866.JPEG
412,imagenet-mini/train/n02111500/n02111500_1829.JPEG
413,imagenet-mini/train/n02111500/n02111500_8499.JPEG
414,imagenet-mini/train/n02111500/n02111500_1798.JPEG
415,imagenet-mini/train/n02111500/n02111500_3126.JPEG
416,imagenet-mini/train/n02111500/n02111500_1491.JPEG
417,imagenet-mini/train/n02111500/n02111500_328.JPEG
418,imagenet-mini/train/n02111500/n02111500_8644.JPEG
419,imagenet-mini/train/n02111500/n02111500_6577.JPEG
420,imagenet-mini/train/n02111500/n02111500_6022.JPEG
421,imagenet-mini/train/n02111500/n02111500_5590.JPEG
422,imagenet-mini/train/n02111500/n02111500_3570.JPEG
423,imagenet-mini/train/n02111500/n02111500_2522.JPEG
424,imagenet-mini/train/n02111500/n02111500_4875.JPEG
425,imagenet-mini/train/n02111500/n02111500_1642.JPEG
426,imagenet-mini/train/n02111500/n02111500_4651.JPEG
427,imagenet-mini/train/n02111500/n02111500_8796.JPEG
428,imagenet-mini/train/n02111500/n02111500_8071.JPEG
429,imagenet-mini/train/n02111500/n02111500_7420.JPEG
430,imagenet-mini/train/n02111500/n02111500_7563.JPEG
431,imagenet-mini/train/n02111500/n02111500_7444.JPEG
432,imagenet-mini/train/n02111500/n02111500_6064.JPEG
433,imagenet-mini/train/n02111500/n02111500_2905.JPEG
434,imagenet-mini/train/n02111500/n02111500_1721.JPEG
435,imagenet-mini/train/n02111500/n02111500_594.JPEG
436,imagenet-mini/train/n02111500/n02111500_1102.JPEG
437,imagenet-mini/train/n02111500/n02111500_919.JPEG
438,imagenet-mini/train/n02111500/n02111500_4213.JPEG
439,imagenet-mini/train/n02111500/n02111500_9423.JPEG
440,imagenet-mini/train/n02111500/n02111500_5929.JPEG
441,imagenet-mini/train/n02111500/n02111500_4135.JPEG
442,imagenet-mini/train/n02111500/n02111500_6792.JPEG
443,imagenet-mini/train/n02111500/n02111500_2854.JPEG
444,imagenet-mini/train/n02111500/n02111500_3421.JPEG
445,imagenet-mini/train/n03141823/n03141823_3933.JPEG
446,imagenet-mini/train/n03141823/n03141823_8039.JPEG
447,imagenet-mini/train/n03141823/n03141823_71.JPEG
448,imagenet-mini/train/n03141823/n03141823_7469.JPEG
449,imagenet-mini/train/n03141823/n03141823_903.JPEG
450,imagenet-mini/train/n03141823/n03141823_8749.JPEG
451,imagenet-mini/train/n03141823/n03141823_5881.JPEG
452,imagenet-mini/train/n03141823/n03141823_3068.JPEG
453,imagenet-mini/train/n03141823/n03141823_686.JPEG
454,imagenet-mini/train/n03141823/n03141823_3279.JPEG
455,imagenet-mini/train/n03141823/n03141823_2954.JPEG
456,imagenet-mini/train/n03141823/n03141823_5940.JPEG
457,imagenet-mini/train/n03141823/n03141823_11253.JPEG
458,imagenet-mini/train/n03141823/n03141823_12150.JPEG
459,imagenet-mini/train/n03141823/n03141823_15337.JPEG
460,imagenet-mini/train/n03141823/n03141823_12136.JPEG
461,imagenet-mini/train/n03141823/n03141823_10280.JPEG
462,imagenet-mini/train/n03141823/n03141823_9158.JPEG
463,imagenet-mini/train/n03141823/n03141823_3955.JPEG
464,imagenet-mini/train/n03141823/n03141823_923.JPEG
465,imagenet-mini/train/n03141823/n03141823_17479.JPEG
466,imagenet-mini/train/n03141823/n03141823_7252.JPEG
